"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0086012","GO:0086012","membrane depolarization during cardiac muscle cell action potential",21,0.694331308983393,2.02798475292637,0.000499297869522658,0.0125640053542036,0.0108423752081708,8101,"tags=81%, list=23%, signal=62%","610/10021/6330/859/6327/55800/6324/287/288/3759/781/6546/477/8913/6331/783/7871"
"GO:0098901","GO:0098901","regulation of cardiac muscle cell action potential",28,0.634641753467533,2.00587318722831,0.000524446558073114,0.0130409624440543,0.0112539754567036,6017,"tags=50%, list=17%, signal=41%","10021/859/2702/6262/857/29119/287/6508/801/488/808/9722/3728/1829"
"GO:0045956","GO:0045956","positive regulation of calcium ion-dependent exocytosis",16,0.725783428243513,1.973277769213,0.000522265854106496,0.0130409624440543,0.0112539754567036,6969,"tags=69%, list=20%, signal=55%","22895/9066/8941/8372/6860/7784/6812/3745/9501/192683/1020"
"GO:0098698","GO:0098698","postsynaptic specialization assembly",36,0.586841119997486,1.95018050016995,0.000523489071037513,0.0130409624440543,0.0112539754567036,7267,"tags=53%, list=21%, signal=42%","165257/26045/9113/57622/2596/22865/144165/5649/2895/347730/57555/5789/57524/4884/869/94030/9378/9379/9419"
"GO:0099171","GO:0099171","presynaptic modulation of chemical synaptic transmission",37,0.581497536754547,1.95120218530283,0.000537695329235058,0.0133027847561949,0.0114799205805769,8457,"tags=65%, list=24%, signal=49%","3351/5582/1142/8973/5864/320/7533/1813/1129/2932/84961/116443/140/2898/1812/5579/9379/91683/1138/28964/3092/4804/321/23621"
"GO:0009205","GO:0009205","purine ribonucleoside triphosphate metabolic process",250,0.329915905137403,1.47760886838288,0.00053918823584324,0.0133027847561949,0.0114799205805769,3708,"tags=10%, list=11%, signal=9%","4508/4535/4509/3948/4538/4539/4536/4537/4626/4625/4541/7345/2819/4540/5566/3479/5313/2027/3565/4624/11182/2033/527/229/51341/4622"
"GO:0099518","GO:0099518","vesicle cytoskeletal trafficking",61,0.501958550097087,1.82504107099605,0.000543968743475007,0.0133685081081251,0.0115366379427139,7624,"tags=39%, list=22%, signal=31%","3798/6860/8263/474383/474384/26115/9001/26985/30850/54820/5048/388552/1780/118426/8976/80128/23095/11127/4644/547/4204/22920/66008/4133"
"GO:0014003","GO:0014003","oligodendrocyte development",49,0.541642867456645,1.9149094663528,0.000551956754658888,0.0134083033170213,0.0115709800632539,4883,"tags=29%, list=14%, signal=25%","4821/6469/79152/429/116448/6664/3766/26011/56978/23385/11076/8506/6900/3400"
"GO:0021510","GO:0021510","spinal cord development",94,0.436731888266367,1.71972542978236,0.000549837228969337,0.0134083033170213,0.0115709800632539,5350,"tags=31%, list=15%, signal=26%","4821/4747/58524/10215/6469/429/3226/644168/374946/1600/6664/2636/5080/5629/387804/1630/55906/3975/5649/6666/26227/55553/7545/3670/161357/5090/2737/6715/5727"
"GO:0043367","GO:0043367","CD4-positive, alpha-beta T cell differentiation",107,-0.474266511606771,-1.71918777032617,0.000550205703468324,0.0134083033170213,0.0115709800632539,9696,"tags=48%, list=28%, signal=34%","246778/54440/8995/6693/602/6097/3570/3142/301/861/84766/4092/3071/51043/865/64332/3594/3606/51561/604/2625/23308/3593/864/64410/2529/3726/1514/6776/84807/3718/3458/10538/5971/8809/1880/6363/3566/114548/159296/4063/29851/114836/941/5734/3569/969/26279/80149/30009/9021"
"GO:0070098","GO:0070098","chemokine-mediated signaling pathway",80,-0.502575880598693,-1.74282900747981,0.000559671391539208,0.0135436188082821,0.0116877534397662,8267,"tags=48%, list=24%, signal=36%","1235/2826/10019/2185/7737/6355/6362/54838/6375/2833/6387/6360/10663/6366/1232/7852/6370/6373/1906/6776/7066/1240/1233/2532/2829/2859/6363/3627/4283/6347/6352/6846/2840/6348/1236/6351/414062/6354"
"GO:0098976","GO:0098976","excitatory chemical synaptic transmission",12,0.782586294411875,1.95881129760459,0.000577336847586406,0.0139177844631898,0.0120106476368116,4084,"tags=67%, list=12%, signal=59%","5816/2902/2904/2903/139411/3786/2905/388336"
"GO:0086064","GO:0086064","cell communication by electrical coupling involved in cardiac conduction",24,0.659809150419932,1.98508137440214,0.00059805230512993,0.0142059455383396,0.0122593223555086,6396,"tags=54%, list=18%, signal=44%","6910/5566/2702/482/6262/857/10052/478/801/6546/808/477/481"
"GO:0031630","GO:0031630","regulation of synaptic vesicle fusion to presynaptic active zone membrane",22,0.668661471247377,1.96975360444512,0.000596130306478125,0.0142059455383396,0.0122593223555086,4082,"tags=50%, list=12%, signal=44%","127833/10815/5864/22895/9066/6860/6861/57586/23208/6812/10814"
"GO:1901632","GO:1901632","regulation of synaptic vesicle membrane organization",22,0.668661471247377,1.96975360444512,0.000596130306478125,0.0142059455383396,0.0122593223555086,4082,"tags=50%, list=12%, signal=44%","127833/10815/5864/22895/9066/6860/6861/57586/23208/6812/10814"
"GO:0046629","GO:0046629","gamma-delta T cell activation",26,-0.65298659768835,-1.8478041748993,0.000598287130018736,0.0142059455383396,0.0122593223555086,7827,"tags=54%, list=23%, signal=42%","3071/6850/120425/100507436/64127/5788/4277/919/3821/3702/6966/1960/28526/10859"
"GO:0032609","GO:0032609","type II interferon production",121,-0.453877198915354,-1.66715037220707,0.000605094045303406,0.0142603507094639,0.0123062724531855,7174,"tags=35%, list=21%, signal=28%","6375/914/3594/3606/51561/11035/2625/3592/84868/10865/929/3593/1649/64127/9971/9173/56253/7805/407012/7297/345611/10148/9636/8809/22914/3394/3554/100528032/11006/114836/51744/10225/90865/257101/3553/80149/6556/64581/6504/1236/10859/171389"
"GO:0032649","GO:0032649","regulation of type II interferon production",121,-0.453877198915354,-1.66715037220707,0.000605094045303406,0.0142603507094639,0.0123062724531855,7174,"tags=35%, list=21%, signal=28%","6375/914/3594/3606/51561/11035/2625/3592/84868/10865/929/3593/1649/64127/9971/9173/56253/7805/407012/7297/345611/10148/9636/8809/22914/3394/3554/100528032/11006/114836/51744/10225/90865/257101/3553/80149/6556/64581/6504/1236/10859/171389"
"GO:0032689","GO:0032689","negative regulation of type II interferon production",43,-0.582217383669829,-1.83122981132373,0.000611156634690863,0.0142965381655833,0.0123375011868588,5962,"tags=40%, list=17%, signal=33%","2625/84868/1649/64127/9971/9173/7805/407012/345611/11006/10225/90865/257101/80149/6504/10859/171389"
"GO:1902222","GO:1902222","erythrose 4-phosphate/phosphoenolpyruvate family amino acid catabolic process",16,-0.738198325637753,-1.82481205095157,0.000610011736599266,0.0142965381655833,0.0123375011868588,2516,"tags=31%, list=7%, signal=29%","6898/8942/169355/3620/6999"
"GO:0060415","GO:0060415","muscle tissue morphogenesis",73,0.47275016062887,1.77705711434018,0.000615910200891437,0.0143545713240971,0.0123875821332914,3404,"tags=23%, list=10%, signal=21%","4633/129446/4617/5457/29895/4618/4625/3084/8557/7135/5629/9421/6262/4624/6899/6474/23414"
"GO:2000300","GO:2000300","regulation of synaptic vesicle exocytosis",47,0.553828958866145,1.95122360329545,0.000618652936059517,0.0143654850887938,0.0123970003982824,8019,"tags=55%, list=23%, signal=43%","22987/3351/5582/127833/6853/5864/6860/5030/6861/57586/9498/84961/9581/488/5028/22999/5413/9783/5579/785/134957/22871/8573/7476/28964/200933"
"GO:0002027","GO:0002027","regulation of heart rate",104,0.430614910037925,1.71685733906008,0.000624123602881793,0.0143867323934358,0.0124153362109947,6697,"tags=42%, list=19%, signal=34%","186/4625/5566/10021/6330/1813/859/6327/55800/6262/857/3760/4624/6324/6474/3741/552/29119/287/81033/80763/3670/3759/801/23493/488/781/3757/7531/6546/23630/808/3752/1907/9722/6870/3728/1829/5350/1909/8913/55328/4193/6331"
"GO:0036465","GO:0036465","synaptic vesicle recycling",89,0.439018823039878,1.7109404160374,0.00062278516248101,0.0143867323934358,0.0124153362109947,9998,"tags=48%, list=29%, signal=34%","5864/112755/6623/9066/54413/57030/7879/23208/9892/84251/26052/8867/163/6456/23396/9829/29993/5874/5532/4638/6844/6457/1020/1759/22871/6620/7476/28964/164/5289/8120/84162/85439/1861/6453/161/4983/9815/11037/154664/9373/284697/10239"
"GO:0045663","GO:0045663","positive regulation of myoblast differentiation",46,0.53412209998108,1.87715492029217,0.000647015651748755,0.014840374929023,0.0128068166698579,4433,"tags=28%, list=13%, signal=25%","4617/8048/150572/4618/23236/8289/4654/51412/202151/463/6602/389125/4656"
"GO:0007422","GO:0007422","peripheral nervous system development",88,0.438434509864035,1.69702094846942,0.000654524633780787,0.014840374929023,0.0128068166698579,4730,"tags=24%, list=14%, signal=21%","5457/4744/3235/7368/3084/79152/6334/9076/429/9480/5454/4915/6654/5453/8506/400746/23114/1605/3670/4653/224"
"GO:0019730","GO:0019730","antimicrobial humoral response",158,-0.428043782448285,-1.62448003914183,0.000657497795024116,0.014840374929023,0.0128068166698579,3269,"tags=27%, list=9%, signal=24%","28912/140686/10578/2920/3853/5225/10563/6363/5657/3502/2919/3497/6372/3627/4283/3960/6347/259239/6352/6361/6846/6590/164237/280664/6556/5197/6348/2921/5968/5266/133/6374/354/6364/3507/6351/414062/2244/3576/7432/3495/6354"
"GO:0021782","GO:0021782","glial cell development",135,0.391116904801228,1.6113157912197,0.000657901358474738,0.014840374929023,0.0128068166698579,4883,"tags=23%, list=14%, signal=20%","4821/6469/84630/79152/429/1270/406955/406957/116448/6664/3766/10100/5454/4137/2670/4915/26011/6654/56978/23385/11076/5453/1956/8506/26227/400746/1605/6900/9839/4653/3400"
"GO:0031032","GO:0031032","actomyosin structure organization",213,0.345330101856798,1.51283650546529,0.000652229593482017,0.014840374929023,0.0128068166698579,5660,"tags=23%, list=16%, signal=20%","4633/4892/4604/58/8048/7138/2036/10398/4606/8557/859/442721/5629/221692/4624/10529/84700/2318/6422/58529/5062/10391/7140/113622/23136/51778/7082/1894/79933/5296/54566/4205/6548/9839/3984/10580/4653/85462/5058/1465/406929/25802/29767/22843/8476/7798/406982/6869/55704/5239"
"GO:0001558","GO:0001558","regulation of cell growth",406,0.297428294076416,1.3891362219701,0.000651776552685287,0.014840374929023,0.0128068166698579,7005,"tags=24%, list=20%, signal=19%","4633/5458/127833/57611/186/135644/151835/4131/1826/3084/93649/3897/60676/185/859/7224/374946/57144/4879/6860/2931/5645/6695/3479/7474/59284/114804/4137/627/1630/9472/147906/10439/7143/92304/7490/3558/7373/23105/23025/6422/552/4856/343472/2045/84258/2932/2664/4897/1956/11170/6696/80031/659/9792/6548/23327/131566/347252/3984/23251/9856/2147/5588/9175/84259/57698/401135/5048/116224/22999/25942/5167/6792/9037/2786/10718/1029/10371/340719/9962/80128/1410/8437/27346/5925/9166/22954/4204/23394/10201/84687/1020/22883/53335/57142"
"GO:0007214","GO:0007214","gamma-aminobutyric acid signaling pathway",30,0.633228249384557,2.03207642923565,0.000671899888612096,0.0151022053255302,0.0130327687703069,7156,"tags=67%, list=21%, signal=53%","2557/23349/2569/2556/729956/196500/2554/2566/2560/2561/9568/2550/2555/2558/2562/2570/2565/23228/785/3350"
"GO:0051899","GO:0051899","membrane depolarization",96,0.438366104905555,1.72509377454637,0.000680860731167261,0.0152493488583419,0.0131597494064355,6976,"tags=42%, list=20%, signal=33%","1142/6910/6323/8973/10369/610/10021/6330/7533/10962/859/6327/55800/1137/2702/857/4297/3786/6324/287/3791/288/5774/6532/3759/23327/1135/4653/4923/781/3757/6546/477/1029/348980/1141/8913/6331/1138/8326"
"GO:0002690","GO:0002690","positive regulation of leukocyte chemotaxis",96,-0.479552267510473,-1.71433241072487,0.000687291871716613,0.0153334295224815,0.0132323086009481,9592,"tags=41%, list=28%, signal=29%","2150/7422/6278/8995/2155/729230/3570/1235/7941/2185/3071/2358/6375/6387/6366/51561/719/3592/7057/245937/4192/1906/1240/728/10563/6363/59341/3627/6352/3569/8740/6348/6504/1236/3929/5054/6351/3576/6354"
"GO:0071675","GO:0071675","regulation of mononuclear cell migration",148,-0.427271403103964,-1.61056617261585,0.000689470231853188,0.0153334295224815,0.0132323086009481,9420,"tags=39%, list=27%, signal=29%","6278/8995/6693/29108/3958/729230/1843/928/1235/7941/2185/5025/124976/2358/56833/11151/6793/6375/6387/3690/6366/11035/719/3592/7057/387695/245937/4192/1265/80024/1240/407012/728/177/406938/11117/10563/257144/22914/59341/326/100528032/3627/6347/6352/653/8764/969/8740/101/6348/6504/1236/5054/26228/6364/6351/6354"
"GO:0048665","GO:0048665","neuron fate specification",33,0.591870198788739,1.92666337687599,0.00070532244440913,0.0156309352943441,0.0134890475241015,5748,"tags=48%, list=17%, signal=40%","4821/5457/58524/429/3226/5454/54738/23040/6662/406910/4781/3670/4774/2737/63950/54845"
"GO:0098953","GO:0098953","receptor diffusion trapping",12,0.7761622938553,1.94273204224848,0.000725953855476837,0.0158107743144541,0.0136442434252598,4177,"tags=58%, list=12%, signal=51%","10368/10369/27091/59284/27092/388336/59283"
"GO:0098970","GO:0098970","postsynaptic neurotransmitter receptor diffusion trapping",12,0.7761622938553,1.94273204224848,0.000725953855476837,0.0158107743144541,0.0136442434252598,4177,"tags=58%, list=12%, signal=51%","10368/10369/27091/59284/27092/388336/59283"
"GO:0099628","GO:0099628","neurotransmitter receptor diffusion trapping",12,0.7761622938553,1.94273204224848,0.000725953855476837,0.0158107743144541,0.0136442434252598,4177,"tags=58%, list=12%, signal=51%","10368/10369/27091/59284/27092/388336/59283"
"GO:0021549","GO:0021549","cerebellum development",107,0.427708421383154,1.70897915998081,0.000720141157965372,0.0158107743144541,0.0136442434252598,8143,"tags=41%, list=23%, signal=32%","4538/4512/51286/23017/3746/124925/8941/1600/5080/5629/6753/196500/23385/85442/388610/3975/57502/652991/2895/7846/9001/4761/16/869/340719/5592/9378/4967/8648/4204/6331/6752/1020/57626/2629/22891/10978/8851/7476/4009/1272/875/8455/18"
"GO:1903037","GO:1903037","regulation of leukocyte cell-cell adhesion",386,-0.346857775444775,-1.43818974915222,0.000718749602017996,0.0158107743144541,0.0136442434252598,8034,"tags=30%, list=23%, signal=23%","240/4860/4092/3654/3071/6850/11151/51043/100/1051/7704/3707/865/6375/3559/6387/64332/56244/3481/6484/3594/2650/3606/3037/6366/283234/939/51561/2615/57162/604/3600/2625/3592/84868/6370/23308/4192/8631/3593/864/64410/407030/84433/3574/55423/11326/54900/2529/406890/64127/6776/84807/56253/7805/5788/3689/1326/5777/7409/64926/3112/10077/3718/177/7297/406938/3458/8808/10673/126259/10148/3932/146850/8600/6363/22914/3566/114548/100528032/11006/29851/8013/940/941/912/5105/399/7412/3575/6347/6352/9840/1960/3569/5133/8764/969/3553/8740/10288/407018/407006/101/2267/26279/80149/30009/6504/7535/1236/1493/6401/3620/10859"
"GO:0002274","GO:0002274","myeloid leukocyte activation",250,-0.377308478182243,-1.50348330692464,0.000737331384795397,0.0160033849703358,0.0138104608807038,6130,"tags=27%, list=18%, signal=22%","3430/55509/23729/3600/84868/7057/8673/57580/387695/5359/11326/7442/695/1794/9173/8877/5788/3689/5777/10077/201294/728/64109/2242/7462/30817/177/8807/2213/3458/345611/10538/2624/284021/22918/5971/11027/2294/5729/3596/2268/3566/2623/7097/11006/8013/3497/6372/22904/399/3598/406937/90865/6352/27040/3569/2208/401258/116449/80149/6556/6348/6504/1269/3929/26228/3576"
"GO:0010830","GO:0010830","regulation of myotube differentiation",43,0.549394473508683,1.87294596629036,0.000744320235887652,0.0160997486639261,0.0138936199763023,3208,"tags=28%, list=9%, signal=25%","4617/150572/4618/493829/6123/93649/859/627/4654/6899/6474/4856"
"GO:0030518","GO:0030518","nuclear receptor-mediated steroid hormone signaling pathway",116,0.402846435572338,1.63006189866367,0.000749123897256916,0.0161483499490604,0.0139355614873228,10659,"tags=41%, list=31%, signal=28%","728358/1667/5458/1668/83844/7533/2692/9113/6422/2033/5241/51341/57178/9575/26508/3670/10474/9420/5058/4306/51389/55809/133522/10728/8648/5469/8626/6597/23558/23019/2852/9611/6714/4824/149563/9325/23543/9612/8085/142/9063/3301/55128/6294/811/23028/55823"
"GO:0099590","GO:0099590","neurotransmitter receptor internalization",40,0.557027741027223,1.89537829614374,0.000758016916907032,0.0162844722693361,0.0140530311340659,6662,"tags=42%, list=19%, signal=34%","10368/10369/27091/3084/59284/27092/50632/55697/163/59283/3208/26985/23154/55061/146395/4193/868"
"GO:0140238","GO:0140238","presynaptic endocytosis",81,0.45287545786833,1.74004963845702,0.000765306984009887,0.0163853522406998,0.014140087647469,9998,"tags=49%, list=29%, signal=35%","6623/9066/54413/22848/57030/23208/9892/84251/26052/8867/163/801/6456/23396/9829/29993/808/5874/5532/4638/6844/6457/1020/1759/22871/6620/164/5289/8120/84162/85439/1861/6453/161/805/4983/11037/154664/284697/10239"
"GO:0006968","GO:0006968","cellular defense response",50,-0.553487966980926,-1.78621337042975,0.00077867758496496,0.0166152960359415,0.0143385225282666,9286,"tags=54%, list=27%, signal=40%","6693/4046/729230/1235/9214/2185/9436/1232/4688/10871/3822/728/10578/8061/9437/8808/10312/4068/5551/50852/3702/3812/4283/90865/10288/3823/3929"
"GO:0072224","GO:0072224","metanephric glomerulus development",17,0.715911678372243,1.97058291581136,0.000788617112276844,0.0167221914196926,0.0144307701695224,3754,"tags=53%, list=11%, signal=47%","9370/186/7827/5979/5076/7490/358/3975/947"
"GO:0097484","GO:0097484","dendrite extension",37,0.570611169602565,1.91467321994296,0.000788982432404748,0.0167221914196926,0.0144307701695224,6989,"tags=46%, list=20%, signal=37%","127833/151835/6860/59284/114804/8936/26999/23025/84258/23327/6456/401135/22999/9962/8437/4204/53335"
"GO:0140029","GO:0140029","exocytic process",91,0.430499756069514,1.68978023332796,0.000796334872255972,0.0167655035105624,0.0144681472580401,7591,"tags=34%, list=22%, signal=27%","286753/127833/10815/5864/112755/22895/9066/9900/6860/2775/9143/6861/57586/23208/23025/6812/50487/8867/10814/440279/3745/22999/5413/9783/9501/134957/143425/6616/22871/9885/9342"
